0_000_00_Ref Nr,APIS,BUDA RefNR to add to http://purl.bdrc.io/resource/,KDSB Set,KDSB vol,KDSB txt Nr,PP in KDSB,No of folios,Category=Subject (vocabulary) -> for APIS,Category (for team's orientation),Signature: letter indicating category,Signature: number indicating bundle,Drepung catalogue no,provenance and/or catalogue number (if not Drepung),Author's name (generic/as attested in manuscript),Author BDRC/BUDA ID,Author's dates,Title dkar chag KDSB/editorial/attested,Sanskrit title,Commentary on (sDe dge ref),Script,"mss proofread by scribe or later reader, indication on the mss A(bsent), P(resent), TBD (by defautl, to be determined; if blank=TBD)",Transkribus,Etext main txt,Marginal notes,Etext loc/origin,TEI doc w. tagged excerpts,Priority,Status of importance,Remark,Topics of interest (in addition to txt subject),Amount of references to views of Tibetan scholars/Number of names,SB - Author KDSB dkar chag check,SB Author (systematic network research done),Contents marked up (mss or etxt),TEI markup,Colophon marked up in etxt and harvest,Amount of data in colophon,place of composition,place of scribing/copy,Place names in colophons,Date in colophons,Scribe,Owner,dpe cha,Etext input by,"Additional e-text metadata/
comments",Drawings
2_058_04,,MW1PD89084_10A877,2,58,4,81-110,15,Mind training + prayer,blo sbyong + prayer,la,182,,,rgyal sras thogs med bzang po,P1830,1295-1369,Blo sbyong don bdun ma brgyud paʼi gsol ʼdebs dang bcas pa,,,,Absent,,,,,,Secondary/Discard,Discard,"Late, and from title does not seem to present interest.",,,,,,,,"title, author, place",,,chos rdzong,,,,,,,
2_058_05,,MW1PD89084_FDE19A,2,58,5,115-247,73,,diverse,la,360,18824 ?,,rgyal sras thogs med bzang po,P1830,1295-1369,Thogs med bzang po dpal gyi bkaʼ ʼbum ʼthor buʼi skor,,,,,,,,Typeset?,,Secondary/Discard,late Secondary/Discard,"Works 2_058_05 to 2_058_09 are part of Thogs med bzang po dpal gyi bkaʼ ʼbum ʼthor buʼi skor, pp. 115-247. First folio has two signatures: phyi la 260/360 and phyi ra 46",,,,,,,,"title, author, place, lineage",,,dngul chu'i chos rdzong,,,,,,,
2_058_06,,MW1PD89084_FEAFE7,2,58,10,249-286,20,Mind training,blo sbyong,la,355,18759,,rgyal sras thogs med bzang po,P1830,1295-1369,Blo sbyong don bdun maʼi snyan brgyud kyi tshig rnams ye ge nyung nguʼi sgo nas bkrol ba,,,,,,,,Typeset?,,Secondary/Discard,late ,requested by Grags pa rgyal mtshan. Text is followed by incomplete prayer or eulogy.,,,,,,,,"title, author, place, requestor",,,chos rdzong,,,,,,,
2_058_07,,MW1PD89084_BF83C5,2,58,11,287-300,6,,manual,ma,125,7052,,rgyal sras thogs med bzang po,P1830,1295-1369,rTen ʼbrel snying poʼi snying poʼi khrid yig,,,,Absent,,,,Typeset?,,Secondary/Discard,late ,,,,,,,,,"title, author, place",,,dngul chu'i chos rdzong,,,,,,,
2_058_08,,MW1PD89084_60D4E7,2,58,12,301-380,40,,blo sbyong + dmar khrid,la,577,,,rgyal sras thogs med bzang po,P1830,1295-1369,blo sbyong zin bris dang dmar khrid zin bris bcas/,,,,Absent,,,,Typeset?,,Secondary/Discard,late ,,,,,,,,,"title, author, place",,,dngul chu'i chos rdzong,,,,,,,
2_059_01,,MW1PD89084_2A5FA1,2,59,1,9-166,79,Mind training,blo sbyong,la,355,18763,,rgyal sras thogs med bzang po,P1830,1295-1369,theg pa chen po'i blo sbyong ,,,,Present,,,,Typeset?,,Secondary/Discard,late ,zin bris,,,,,,,,"(none)
",,,,,,,,,,
2_059_02,,MW1PD89084_F85AF8,2,59,2,167-174,4,,Instruction,la,182,,,rgyal sras thogs med bzang po,P1830,1295-1369,rgyas sras zhi ba lha'i gsung sgros,,,,Absent,,,,Typeset?,,Secondary/Discard,late ,,,,,,,,,"title, author",,,,,,,,,,
2_059_03,,MW1PD89084_48301A,2,59,3,177-258,40,Perfection of wisdom + Buddha Nature + Madhyamaka,Maitreya 2; Maitreya 5; BCA,la,182,,,rgyal sras thogs med bzang po,P1830,1295-1369,mdo sde rgyan dang rgyud bla ma spyod 'jug rnams kyi 'grel TIkka gi dbu zhabs kyi tshigs bcad,,D4020+D3871,,Absent,,Convert,,Typeset?,,Peri,late ,,,,,,,,,"author, title, place",,,dngul chu'i chos rdzong,,,,,,,
2_059_04,,MW1PD89084_5C2AF5,2,59,4,259-278,10,Great seal,Great Seal,la,182,,,rgyal sras thogs med bzang po,P1830,1295-1369,phyag chen lhan cig skyes sbyor gyi khrid yig,,,,Absent,,,,Typeset?,,Secondary/Discard,late ,at end of colophon: + dge ba’i bshes gnyen bya bral ba dpal gyi rin chen gyi ngor,,,,,,,,"author, title, place",,,,,,,,,,
2_059_05,,MW1PD89084_BC529A,2,59,5,279-286,4,eulogy,eulogy,la,182,,,rgyal sras thogs med bzang po,P1830,1295-1369,sangs rgyas byang sems la bstod pa dang sman bla'i rjes gnang . Cover page: phyogs bcu'i * dang byam pa la bstod pa dang sman bla'i * gnang swo,,,bru,,,,no,Typeset?,,Secondary/Discard,Discard - not schol and late,"Bundle phyi la 182 not in Drepung catalogue. Dual numberin of folio from 1 and from 9. Notes in smaller script part of the lines. Several versified eulogies by thogs med. No notes, some corrections.",,0,,,partial markup of mss (PH),,,title author place,,,dngul chu'i chos rdzongs,,,,,,,
2_059_06,,MW1PD89084_330EC1,2,59,6,287-301,8,eulogy,eulogy,la,182,,,rgyal sras thogs med bzang po,P1830,1295-1369,bla ma la bstod dang ba'i chu rgyun/,,,,,,,no,Typeset?,,,Discard - not relevant,Late and not related to project. Interesting colophon. lhur len= dge ba'i bshes gnyen mi nyag blo ldan dpal. Annotation: requestor=dpal ldan ye shes (who is also the scribe). Ref. to dge ba'i bshes gnyen mi nyag blo ldan dpal; the chos rje dpal ldang bla ma,,,,,,,,"auuthor, place, scribe, annotation: requestor",,,dngul chu'i chos rdzong,,slob dpon dpal ldan ye shes,,,,,
2_059_07,,MW1PD89084_C0B0A0,2,59,7,303-316,7,eulogy + prayer,eulogy/prayer,la,182,,,rgyal sras thogs med bzang po,P1830,1295-1369,jo bo rin po che'i bstod pa la sogs pa yi dam gyi lha 'ga' zhig gi bstod pa,,,,,,,no,Typeset?,,Secondary/Discard,Discard - not relevant,"Double numbering fo folios, the second starting with 13. This mss actually contains several eulogies/prayers, not distinguished here as items as of not interest to project. (i) f. 1b-2a7 ""'jam pa'i dbyangs la bston pa"", requested by yang dag pa'i dge ba'i bshes gnyen dpal ldan ye shes, composed by btsun pa thogs med. (ii) 2a7-3b3 ""'phags pa spyan ras gzigs dbang phyug la bston pa'i tshigs su bcad pa phan bde'i 'byung gnas"", composed by ma Ni pa thogs med in dNgul chu'i chos rdzong. (iii) 3b3-5a4 ""spyan ras gzigs la bstod pa tshig rgyan me tog phreng ba"", composed by chos smra ba'i btun pa thog pa med; (iv) 5a4-6a3 ?; (v) 6a3-7a1 ""bsnyen rdzogs kyi mkhan rgyud la bston pa"", requested by slob dpon byams chos pa byang chub rgyal mtshan, composed by chos smra ba'i btun pa thogs med in dNgul chu'i chos rdzong, scribe was 'byam dbyangs dkar po ; (vi) 7a1-7b8, composed by thogs med ofr the ""jo bo bskor ba rnams""","expression ""jo bo bskar ba rnams""",,,,partial markup of mss (PH),,,"different for each text present (-> copied from respective original versions); place, scribe, requestor…",,,dngul chu'i chos rdzong (for txt v),,byam dbyangs dkar po (for txt v),,,,,
2_059_08,,MW1PD89084_FBABD1317-322,2,59,13,317-321,3,,letter?,la,182,,,rgyal sras thogs med bzang po,P1830,1295-1369,lDong ston la gdams pa sogs springs yig gi skor. colophon: beu'M (be'u bum?) spyod pa la 'jug pa'i 'grel las legs par bshad pa'i rgya mtsho,,,,,,not needed,,Typeset gsung bum?,,Peri,Discard - not relevant,"No signature visible on image. Bundle phyi la 182 not in Drepung catalogue. Dual numbering of folios, from 1 (dbu med) and from 6 (dbu can). No relevant contents. No scholastic features. No references to texts or persons.",,0,,,partial markup of mss (PH),,,title author place,,,dpal e'i chos gra chen po,,,,,,,
2_059_09,,MW1PD89084_02D511,2,59,14,323-328,3,merit,diverse - merit,la,182,,,rgyal sras thogs med bzang po,P1830,1295-1369,bsNgo baʼi rim pa,,,,,,,,Typeset?,,,Discard - not relevant,"After the cover page, the folios that follow are identical to the ones of text 2_059_08, reproduced there by mistake. One can only guess that the work was about merits.",,,,,,,,"(none)
",,,,,,,,,,
2_059_10,,MW1PD89084_D47A76,2,59,15,333-462,63,Buddha Nature,Maitreya 5,tsha,122,,,rgyal sras thogs med bzang po,P1830,1295-1369,theg pa chen po rgyud bla ma'i 'grel pa nges don gsal ba'i 'od zer,,D4024,,Absent,,Convert,,Typeset?,,Core,late / secondary,"gSung rten: Is p. 424 a folio from another/different manuscript? Kano 2016: Cf. NGMPP reel no. L 165/2. See also rGyal-sras Thogs-med, mDo sde rgyan dang rgyud bla ma spyod ’jug rnams kyi ’grel ṭik gi dbu zhabs kyi tshigs bcad. bKa’ gdams gsung ’bum, vol. 56, pp. 177–259.",,,,,,,,"title, author, place",,,dpal e'i chos gra chen po,,,,,,,
2_060_01,,MW1PD89084_BC4466,2,60,1,9-415,204,Perfection of wisdom,Maitreya 2,tsha,103,15953,,rgyal sras thogs med bzang po,P1830,1295-1369,theg pa chen po mdo sde rgyan gyi 'grel pa rin po che'i phreng ba,,D4020,bru 45/l,Absent,,Needed,no,,,Peri,late / secondary,Mentioned in W1KG4275,,,,,,,,"title, author, place. Annotation: scribes",,,dpal e'i gtsug lag khang,,bud d+ha rad na,,,,,
3_061_01,,MW1PD153536_5F274A,3,61,1,7-34,14,Record of teaching,gsan yig,ma,927,,,Skyo ston smon lam tshul khrims,P1219,1219-1299,mkhan po chen po snar thang pa’i gsan yig,,,,,,,,,,Double mss,DUPLICATE,Same mss as 2_050_12 but with folio numbers in left margin,,,done,done,Colophon (etext),,done,People,,,,,,ShAkya'i btsun pa rtse pa bSod nams blo gros,,SB,,
3_061_02,,MW1PD153536_E23E12,3,61,2,35-47,7,Record of teaching,gsan yig,ma,927,12498,,Mchims nam mkha’ grags ,P1060,1210-1285,mkhan po mchims pa’i gsan yig,,,,,,,,TibSchol incomplete,,,Important,"one of the 2 gsan yigs in the KDSB, to be checked for P2. Exemplar belongs to same collection as sKyo ston gsan yig (marking Ja nye + ku on first folio)",,,done,done,Colophon (etext),,done,Author,,,,,,,Y ,SB,(annotations of people's names in colophon),
3_061_03,,MW1PD153536_B3CCA0,3,61,3,49-61,7,Mind training,blo sbyong,la,,,,Mchims nam mkha’ grags ,P1060,1210-1285,bka' gdams lo rgyus dang 'brel ba'i blo sbyong ,,,bru,,,Optional,no (except on first folio),TibSchol incomplete,,Peri,Peri,"Details about Atisha and early Tibetan followers involved in transmission of lineages relating to the mind training and bodhicitta. Folio numbering in dbu can, with volume letter ""Kha"". The signature is not legible, and is not provided by the KDSB editors. It could maybe correspond to phyi la 558 No. 19729, for which the Drepung catalogue gives the title ""dge ba'i bshes gnyen mchims pa rnams kyi lo rgyus"", but 6 folios, whereas KDSB mss has 7 folios. Place of copy could be 29.980556, 91.917778 ? north-east of Lhasa.","No themes of scholasticism, but interesting biographical details, worthy of comparison with those in other texts","Plenty to Tibetans, some of whom are also considered scholars ",done,done,"mss markup completed (JS)
Colophon (etext)",,done,"(none) Annotation: place of copy, reported authorship, lineage",,,ldan mchar kha,,,,,SB,,
3_061_04,,MW1PD153536_86647E,3,61,4,63-97,18,,instruction?,la,209,18429,,Mchims nam mkha’ grags ,P1060,1210-1285,chos 'chad nyan la 'jug pa'i yan lag dam tshig sgrol ma,,,,,,,,,,Discard,Secondary,"mix of larger and smaller script. At the end some references to gzhan sel, rnam 'grel, bden gnyis etc. - worth checking out",,,done,done,Colophon (etext),,done,"title, author, place",,,snar thang dgon pa,,,,,SB,,
3_061_05,,MW1PD153536_56F8C7,3,61,5,99-116,9,ritual,ritual,la,550,019624,,Mchims nam mkha’ grags ,P1060,1210-1285,'jug pa seMs skyed kyi cho ga,,,,,,Not needed,no, TibSchol incomplete,,Discard,Discard - not schol,sbyor dngos rjes gsum gyi sgo nas 'jug pa byang chub mchog tu sems ji ltar skye tshul gyi rim pa rnams gsal bar gsungs|. No topic or feature relevant to project,,0,done,done,mss and etexts fragments markup complete (TD),,done,"author, teacher",,,,,,,,TD,,
3_061_06,,MW1PD153536_F0F641,3,61,6,119-132,7,Perfection of wisdom,Maitreya 3,la,550,019636,,sKyo ston smon lam tshul khrims ,P1219,1219-1299,dbus mtha'i khrid (cover) / dbus mtha'i man ngag gi chings (colophon),,D4021,bris ma dbu can??,Present,,Optional,lemmata and a few additional expressions,TibSchol incomplete,,Core,minor,"Brief explanation of MV, almost as short as a topical outline, but with some more explanations but no significant excursuses or debates. Same text and notes as 3_076_07 (resolution of the latter better but has no post-colophon note)
Interlinear notes - some structural, the rest lemmas from D4021",,0,done,done,etxt markup completed (PH),,done,"title. Addition: teacher, addressee, scribe, place of copy",,,sngags pa snar thang gyi dben gnas,,,,Y ,PH,,
3_061_07,,MW1PD153536_067CB9,3,61,7,133-150,9,,Instruction,la,550,19640,,sKyo ston smon lam tshul khrims ,P1219,1219-1299,ro snyoms gsum gyi gdams pa,,,bru tsha,,,Not needed,yes,TibSchol incomplete,,Discard - not schol,Discard - not schol,"sKyo ston identified as author by editors and in Drepung catalogue. Im Text gibt es keinen Autorennamen. Interesting passage at the end regarding interaction between masters of various institutions, but otherwise no opponent's views addressed
Inhalt: Atem geht und kommt, Atemmedition und Seine Vorteile. 
Auf der linken Seite es gibt Zha bei Nummer.
",,5,,,etxt fragments markup complete (TD),,,"(none?)
",,,,,,,,TD,,
3_061_08,,MW1PD153536_20B5F1,3,61,8,,5,Biography / History,rnam thar,la,550,19641,,sKyo ston smon lam tshul khrims?,P1219,1219-1299,bka' gdams gzhung gi gdams pa tshigs su bcad pa brgya pa,,,dpe tshugs,,,,yes,,,,Discard,"Skyo ston as author in Drepung catalogue, but no authorship statement in colophon. Mentions Atisha & co (jo bo yab sras), Po to ba. Versified work on the people in the ""core"" bKa' gdams tradition and some of their ideas, but not in confrontation with other orientations",,,,,Mss competed (TD),,,"(none?)
",,,,,,,needed to read,,,
3_061_09,,MW1PD153536_833559,3,61,9,161-162,1,Propitiation,sādhana,la,550,19645,,bCom ldan rigs pa’i ral gri,P1217,1227-1305,ri khrod lo ma can gyi sgrub thabs,,,bris ma dbu can,,,,,,,Double mss,DUPLICATE,"Same mss as 2_056_06. Item consists of 2 texts: text 1 by Ral gri and text 2 is a Tib translation of Parnaśabrīsādhana
Another text in Drepung catalogue with signature phyi la 20 has a similar title",,,,,Colophon (etext),,,cf,,,,,,,,SB,,
3_061_10,,MW1PD153536_2B31C6,3,61,10,163-164,1,Propitiation + mantra,sadhana/Mantra,la,550,,,slob dpon pad ma (=sKyo ston smon lam tshul khrims ?),P1219?,1219-1299?,bde gshegs kun gyi snying po/tshe bsgrub,,,,,,Not needed,no,TibSchol incomplete,,Discard - not schol,Discard - not schol,"Ascribed to sKyo ston by KDSB editors, but mss mentions ""slob dpon pad ma"". Mantras to various Buddhas. No features of interest for schol. Calligraphed by Ze'u. ",,0,,,etxt fragments markup complete (TD),,,"author, title, scribe",,,,,Ze'u,,,TD,,
3_061_11,,MW1PD153536_87AE4B,3,61,11,165-166,1,visualisation,visualisation,la,550,19646,,sKyo ston smon lam tshul khrims,P1219,1219-1299,mi g.yo ba'i dmigs pa skor gsum,,,dpe tshugs,,,Not needed,no,TibSchol incomplete,,Discard - not schol,DUPLICATE,Same mss as 2_056_09 (the latter has a better quality),,0,,,etxt fragments markup complete (TD) - annotated pdf file lost,,,cf,,,,,,,,PH,,
3_061_12,,MW1PD153536_AD8FEB,3,61,12,191-266,38,Bibliography,dkar chag,ma,502,,,bCom ldan rigs pa’i ral gri,P1217,1227-1305,bstan pa rgyas pa rgyan gyi nyi 'od,,,,,,,,TibSchol incomplete,,Peri,Other instance,"Other instance of 2_051_02, Ral gri's pre-canonical catalogue. See 2_051_02. Ed. Schaeffer&Kuijp. Of interest for P2. This exemplar is especially interesting for amount of data in colophon. Recto and versio of folio printed on same page, as revealed by folio numbers (not a 2-column format). Extremely elegant ownership statement on f. 1a. Meaning of ""blo gros seng ge zhes pa gnas pa'o"" ? > clarified on last folio. Colophon is followed by additional verse by the owner, sa mtha'i dge slong dge 'dun bzang po, who has lisend to the Bla ma. Additional not by other hand about the exemplar: brought from nyang stod by slob dpon Zhang, copied by Blo gros seng ge in Brag dkar in a wood pig year",,,done,,Colophon (etext),,done,"author, scribe, owner, lender for copy, place of copy, date",,,brag dkar,shing phag ma,blo gros seng ge,dge 'dun bzang po,,SB,,Title drawings
3_061_13,,MW1PD153536_BE8FAF,3,61,13,271-413,72,Doxography,Doxography,,,,,bCom ldan rigs pa’i ral gri,P1217,1227-1305,grub mtha' rgyan gyi me tog. Incipit: grub pa'i mtha' rnam par dbye ba rgyan gyi me tog,sid d+hi an ta vi b+ha ga a laM ka ra bu Sha pa,,,,,,,TibSchol incomplete,,Peri,Secondary,"as 3_061_12, image has both sides of folio on each page. No Drepung signature. I suspect there are typeset versions of this work. Seems to be exclusively dealing with Indian positions. Secondary interest in framework of comparison. Possibly text already subject of scholarly research.",,,,,Colophon (etext),,done,Author / title /  scribe / owner,,,,,(gla dam/glang ma)?,dge 'dun bzang po,,SB,,Big flower first page
3_061_14,,MW1PD153536_FCFB27,3,61,14,415-466,26,Perfection of wisdom,Maitreya 2,,286,,,bCom ldan rigs pa’i ral gri,P1217,1227-1305,mdo sde rgyan gyi rnam par bshad pa rgyan gyi me tog,ma hA ya na su tra a laM ka ra *** pu Sh+pa,D4020,,,,Convert,TibSchol incomplete,Typeset?,,Core,Important/secondary,"Not the same as 2_056_18. To be clarified whether is indeed dealing with mdo sde rgyan as suggested by title. Printed on first folio image: 169a. Interesting final discussion on mismatch of sa bcad of the Ti ka of the rNgog lugs and the 'Grel Tik. Title to be clarified - check in typeset version. Important text, but as late part of spectrum leave for after earlier ones.",,,,,Colophon (etext),,done,author / title / place,,,dpal ldan snar thang gi dgon pa,,,,,SB,,
3_061_15,,MW1PD153536_FD739D,3,61,15,467-522,28,Madhyamaka,Madhyamaka,ma,,,,bCom ldan rigs pa’i ral gri,P1217,1227-1305,dbu ma rgyan gyi rnam par bshad pa tshig don gsal ba'i me tog. Colophon: dbu ma rgyan gyis (correct to gyi) rnam par bshad pa tshig don gsal ba'i me tog,**************,D3884,,Present,,Convert,,Typeset?,,Core,Important,"Commentary on Shantarakshita's Madhyamakalankara (to be confirmed). Incipit titles blurred. Print ""426a"" on first folio. Signature not legible -> check intro. Note above and below text, maybe ""sha nti pa'i dbu ma rgyan gyi 'grel)",,,,,,,,"title, author",,,,,,,,,,
3_062_01,,MW1PD153536_1EA569,3,62,1,13-237,113,Madhyamaka,Madhyamaka,,,,,bCom ldan rigs pa’i ral gri,P1217,1227-1305,dbu ma rtsa ba shes rab rgyan gyi me tog,,D3824,,Present,,Convert,etext downloadable from https://library.bdrc.io/show/bdr:UT3JT13307_006_0000?startChar=152454&keyword=%22bde%20gshegs%20bzhed%20gzhung%20nges%20don%20zab%20yangs%20dbu%20ma%27i%20don/_/%20klu%20sgrub%20bzhed%20pa%27i%20de%20nyid%20%27grel%20pa%20lnga%20dang%20ni/_/%22~1@bo-x-ewts#open-viewer,Typeset gsung 'bum; TibSchol incomplete,,Core,,"the etext can be downloaded (WA3JT13307) but it would seem that there are no scans for that version. Another version can be found in gsung thor bu/ bcom ldan rig pa'i ral gri (version MW1CZ1041,work WA1CZ1041). This version also has an etext but it looks a bit strange.",,,,,Colophon (etext),,done,"title, author. Annotation: teacher",,,,,,,,SB,,
3_062_02,,MW1PD153536_53E065,3,62,2,243-441,102,Madhyamaka,Madhyamaka,la,386,,,bCom ldan rigs pa’i ral gri,P1217,1227-1305,rnal 'byor spyod pa bzhi brgya pa rgyan gyi me tog,bo d+hi st-twa yo ga tsa ra ca tu* sha ** alaM ka ra pu-SH+pa,D3865,,Present,,Needed later,no,,,Peri,peri,"From title, commentary on Candrakîrti's bodhisattvayogācāracatuḥśatakaṭīkā (D3865). The colophon was in color and only vowels are visible, as is the case in other parts of the text as well.",,,,,,,,"(illegible)
",,,,,,,,,,
3_062_03,,MW1PD153536_48CF69,3,62,3,449-743,148,Epistemology,Epistemology,zha,9,,CPN 4827(2),bCom ldan rigs pa’i ral gri,P1217,1227-1305,tshad ma rnam nges rgyan gyi me tog,,D4211,,,,,,,,Double txt,Other instance,Same work as in vol. 54 (2_054_01) but diff mss. Compare the colophon with that of 2_054_01. Follows teaching from Danashila,,,,,,,,"title, author, teacher. Annotation: author, scribe",,,,,shAkya'i btsun pa dbang bkras,,,,,
3_062_04,,MW1PD153536_CA8C27,3,62,4,745-774,15,Buddha nature,Maitreya 5,la,386,,,bCom ldan rigs pa’i ral gri,P1217,1227-1305,rGyud bla ma'i Tikka rgyan gyi me tog. Incipit: theg pa chen po rgyud bla ma'i bstan bcos kyi rgyan gyi me tog,ma hA yA na yud ta ra tan tra shA s+tra a laM ka ra buSH pa,D4024,dbu can,,,Convert,no,Typeset?,,Core,minor,"Bundle 386 not part of Drepung catalogue. Double numbering of folios. Title and text in dbu can. Commentary on the rgyud bla ma (D4024)). Initial discussion ont he turnings of the wheel. Additional citation from Lankavatara after colophon on last folio. Division into 5 chapters. Comments on lemmatas from base-text, and adds citations from other Indian works. Single reference to other Tibetan scholar: lo tsa ba. No detailed discussions or excursuses, no debate. Another handwritten manuscript is found in bCom ldan rig pa’i ral gri gsung thor bu (TBRC Work no. W1CZ1041, no date), vol. 1,
fols. 1–15b (= 195a–209b). Tho yig 13425. Kano critically edited and translated up to commentary on RGY I.22 in Kano 2010b and 2013.",,1,,,Mss marked up (PH),,,"author, title",,,,,,,,,,
3_062_05,,MW1PD153536_ECE38D,3,62,5,775-780,3,,lo rgyus (tshad ma),tsha,12,17772,,bCom ldan rigs pa’i ral gri,P1217,1227-1305,tshad ma'i byung tshul lo rgyus,,,dpe,,,Complete,,PH,,Core,Important,"file is on PH harddrive. Important for P2, as provides a list of known Indian works of tshad ma and Kashmirian ones (with criticism of that tradition), as well as a discussion of non-Buddhist logical tradition. Otherwise no references to other scholars, or discussions on technical points.",,0,,,"etext markup complete, but with other styles than TibSchol (PH)",,,"title, author, scribe",,,,,lo bo byang ston gsar ma,,,,,
